"interview__key","y5_hhid","lvstckid","lf02_01","lf02_02","lf02_03","lf02_04_1","lf02_04_2","lf02_05","lf02_06","lf02_07","lf02_08","lf02_09","lf02_10","lf02_11","lf02_12","lf02_13","lf02_14","lf02_15","lf02_16","lf02_17","lf02_18","lf02_19","lf02_20","lf02_21","lf02_22","lf02_23","lf02_24","lf02_25","lf02_26","lf02_27_1","lf02_27_2","lf02_28a","lf02_28b","lf02_29","lf02_30","lf02_31","lf02_32","lf02_33","lf02_34a","lf02_34b","lf02_35_1","lf02_35_2"
"54-26-09-51","1007-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-26-09-51","1007-001-01",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-26-09-51","1007-001-01",14,1,0,1,1,,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
"54-26-09-51","1007-001-01",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-26-09-51","1007-001-01",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-26-09-51","1007-001-01",17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91-42-46-84","1009-001-01",1,1,2,0,0,0,,2,,,2,,,2,,,2,,,2,,,2,,,1,1,400000,1,2,9,1,2,,,,,,,,
"91-42-46-84","1009-001-01",2,1,3,3,3,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
"91-42-46-84","1009-001-01",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91-42-46-84","1009-001-01",4,1,1,1,1,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
"91-42-46-84","1009-001-01",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91-42-46-84","1009-001-01",6,1,2,2,2,0,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
"91-42-46-84","1009-001-01",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91-42-46-84","1009-001-01",8,1,6,10,14,0,5,2,,,2,,,2,,,1,1,50000,2,,,2,,,2,,,,,,,2,,,,,,,,
"91-42-46-84","1009-001-01",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91-42-46-84","1009-001-01",10,1,30,20,54,0,51,2,,,2,,,2,,,1,2,30000,2,,,2,,,1,10,60000,1,2,5,1,1,5,2,0,,,,,
"91-42-46-84","1009-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91-42-46-84","1009-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91-42-46-84","1009-001-01",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91-42-46-84","1009-001-01",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91-42-46-84","1009-001-01",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91-42-46-84","1009-001-01",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91-42-46-84","1009-001-01",17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34-08-29-97","1019-001-01",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34-08-29-97","1019-001-01",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34-08-29-97","1019-001-01",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34-08-29-97","1019-001-01",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34-08-29-97","1019-001-01",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34-08-29-97","1019-001-01",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34-08-29-97","1019-001-01",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34-08-29-97","1019-001-01",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34-08-29-97","1019-001-01",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34-08-29-97","1019-001-01",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34-08-29-97","1019-001-01",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34-08-29-97","1019-001-01",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34-08-29-97","1019-001-01",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34-08-29-97","1019-001-01",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34-08-29-97","1019-001-01",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34-08-29-97","1019-001-01",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34-08-29-97","1019-001-01",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-94-08-50","1020-001-01",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-94-08-50","1020-001-01",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-94-08-50","1020-001-01",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-94-08-50","1020-001-01",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-94-08-50","1020-001-01",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-94-08-50","1020-001-01",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-94-08-50","1020-001-01",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-94-08-50","1020-001-01",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-94-08-50","1020-001-01",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-94-08-50","1020-001-01",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-94-08-50","1020-001-01",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-94-08-50","1020-001-01",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-94-08-50","1020-001-01",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-94-08-50","1020-001-01",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-94-08-50","1020-001-01",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-94-08-50","1020-001-01",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-94-08-50","1020-001-01",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42-43-09-21","1021-001-01",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42-43-09-21","1021-001-01",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42-43-09-21","1021-001-01",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42-43-09-21","1021-001-01",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42-43-09-21","1021-001-01",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42-43-09-21","1021-001-01",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42-43-09-21","1021-001-01",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42-43-09-21","1021-001-01",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42-43-09-21","1021-001-01",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42-43-09-21","1021-001-01",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42-43-09-21","1021-001-01",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42-43-09-21","1021-001-01",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42-43-09-21","1021-001-01",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42-43-09-21","1021-001-01",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42-43-09-21","1021-001-01",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42-43-09-21","1021-001-01",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42-43-09-21","1021-001-01",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-63-59-87","1022-001-01",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-63-59-87","1022-001-01",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-63-59-87","1022-001-01",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-63-59-87","1022-001-01",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-63-59-87","1022-001-01",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-63-59-87","1022-001-01",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-63-59-87","1022-001-01",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-63-59-87","1022-001-01",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-63-59-87","1022-001-01",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-63-59-87","1022-001-01",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-63-59-87","1022-001-01",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-63-59-87","1022-001-01",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-63-59-87","1022-001-01",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-63-59-87","1022-001-01",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-63-59-87","1022-001-01",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-63-59-87","1022-001-01",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-63-59-87","1022-001-01",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67-34-56-15","1023-001-01",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67-34-56-15","1023-001-01",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67-34-56-15","1023-001-01",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67-34-56-15","1023-001-01",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67-34-56-15","1023-001-01",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67-34-56-15","1023-001-01",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67-34-56-15","1023-001-01",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67-34-56-15","1023-001-01",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67-34-56-15","1023-001-01",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67-34-56-15","1023-001-01",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67-34-56-15","1023-001-01",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67-34-56-15","1023-001-01",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67-34-56-15","1023-001-01",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67-34-56-15","1023-001-01",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67-34-56-15","1023-001-01",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67-34-56-15","1023-001-01",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67-34-56-15","1023-001-01",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-09-84-51","1024-001-01",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-09-84-51","1024-001-01",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-09-84-51","1024-001-01",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-09-84-51","1024-001-01",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-09-84-51","1024-001-01",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-09-84-51","1024-001-01",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-09-84-51","1024-001-01",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-09-84-51","1024-001-01",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-09-84-51","1024-001-01",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-09-84-51","1024-001-01",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-09-84-51","1024-001-01",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-09-84-51","1024-001-01",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-09-84-51","1024-001-01",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-09-84-51","1024-001-01",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-09-84-51","1024-001-01",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-09-84-51","1024-001-01",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-09-84-51","1024-001-01",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-38-79-42","1025-001-02",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-38-79-42","1025-001-02",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-38-79-42","1025-001-02",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-38-79-42","1025-001-02",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-38-79-42","1025-001-02",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-38-79-42","1025-001-02",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-38-79-42","1025-001-02",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-38-79-42","1025-001-02",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-38-79-42","1025-001-02",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-38-79-42","1025-001-02",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-38-79-42","1025-001-02",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-38-79-42","1025-001-02",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-38-79-42","1025-001-02",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-38-79-42","1025-001-02",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-38-79-42","1025-001-02",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-38-79-42","1025-001-02",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-38-79-42","1025-001-02",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-53-30-05","1038-001-02",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-53-30-05","1038-001-02",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-53-30-05","1038-001-02",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-53-30-05","1038-001-02",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-53-30-05","1038-001-02",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-53-30-05","1038-001-02",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-53-30-05","1038-001-02",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-53-30-05","1038-001-02",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-53-30-05","1038-001-02",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-53-30-05","1038-001-02",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-53-30-05","1038-001-02",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-53-30-05","1038-001-02",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-53-30-05","1038-001-02",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-53-30-05","1038-001-02",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-53-30-05","1038-001-02",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-53-30-05","1038-001-02",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-53-30-05","1038-001-02",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-31-99-33","1039-001-01",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-31-99-33","1039-001-01",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-31-99-33","1039-001-01",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-31-99-33","1039-001-01",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-31-99-33","1039-001-01",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-31-99-33","1039-001-01",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-31-99-33","1039-001-01",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-31-99-33","1039-001-01",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-31-99-33","1039-001-01",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-31-99-33","1039-001-01",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-31-99-33","1039-001-01",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-31-99-33","1039-001-01",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-31-99-33","1039-001-01",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-31-99-33","1039-001-01",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-31-99-33","1039-001-01",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-31-99-33","1039-001-01",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-31-99-33","1039-001-01",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-68-74-00","1041-001-01",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-68-74-00","1041-001-01",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-68-74-00","1041-001-01",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-68-74-00","1041-001-01",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-68-74-00","1041-001-01",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-68-74-00","1041-001-01",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-68-74-00","1041-001-01",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-68-74-00","1041-001-01",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-68-74-00","1041-001-01",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-68-74-00","1041-001-01",10,1,0,0,20,0,20,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
"98-68-74-00","1041-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-68-74-00","1041-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-68-74-00","1041-001-01",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-68-74-00","1041-001-01",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-68-74-00","1041-001-01",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-68-74-00","1041-001-01",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-68-74-00","1041-001-01",17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-53-32-92","1042-001-01",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-53-32-92","1042-001-01",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-53-32-92","1042-001-01",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-53-32-92","1042-001-01",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-53-32-92","1042-001-01",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-53-32-92","1042-001-01",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-53-32-92","1042-001-01",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-53-32-92","1042-001-01",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-53-32-92","1042-001-01",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-53-32-92","1042-001-01",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-53-32-92","1042-001-01",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-53-32-92","1042-001-01",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-53-32-92","1042-001-01",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-53-32-92","1042-001-01",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-53-32-92","1042-001-01",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-53-32-92","1042-001-01",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-53-32-92","1042-001-01",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-59-99-49","1042-001-02",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-59-99-49","1042-001-02",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-59-99-49","1042-001-02",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-59-99-49","1042-001-02",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-59-99-49","1042-001-02",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-59-99-49","1042-001-02",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-59-99-49","1042-001-02",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-59-99-49","1042-001-02",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-59-99-49","1042-001-02",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-59-99-49","1042-001-02",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-59-99-49","1042-001-02",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-59-99-49","1042-001-02",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-59-99-49","1042-001-02",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-59-99-49","1042-001-02",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-59-99-49","1042-001-02",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-59-99-49","1042-001-02",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-59-99-49","1042-001-02",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68-38-43-94","1043-001-01",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68-38-43-94","1043-001-01",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68-38-43-94","1043-001-01",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68-38-43-94","1043-001-01",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68-38-43-94","1043-001-01",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68-38-43-94","1043-001-01",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
