"interview__key","y5_hhid","itemcode","hh_ja01","hh_ja02_1","hh_ja02_2","hh_ja02a_1","hh_ja02b_1","hh_ja02b_2","hh_ja03_1","hh_ja03_2","hh_ja04","hh_ja05_1","hh_ja05_2","hh_ja06_1","hh_ja06_2","hh_ja07","hh_ja08_1","hh_ja08_2","hh_ja08_9","hh_ja09_1","hh_ja09_2"
"48-07-72-07","1001-001-01",1002,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",1003,1,2,250,,,,2,250,500,,0,,0,,,,,,
"48-07-72-07","1001-001-01",1004,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",1081,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",1082,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",1101,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",1102,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",1103,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",1104,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",1105,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",1106,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",1107,1,3,3,,,,3,3,2000,,0,,0,,,,,,
"48-07-72-07","1001-001-01",1108,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",4011,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",4012,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",4013,1,2,3500,,,,,0,,2,3500,,0,,,,,,
"48-07-72-07","1001-001-01",6011,1,6,1,3,2,500,2,500,500,,0,,0,2,1,0,0,,
"48-07-72-07","1001-001-01",6012,1,6,1,3,2,650,2,650,500,,0,,0,2,0,1,0,,
"48-07-72-07","1001-001-01",6013,1,6,1,,2,550,2,550,500,,0,,0,,,,,,
"48-07-72-07","1001-001-01",6021,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",6022,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",6023,1,6,3,,2,400,2,400,700,,0,,0,,,,,,
"48-07-72-07","1001-001-01",7021,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",7022,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",7023,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",7031,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",7032,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",7033,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",8041,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",8042,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",8081,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",8082,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",8083,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",8084,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",11011,2,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",11021,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",101,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",102,1,1,2,,,,1,2,3000,,0,,0,,,,,,
"87-35-70-53","1002-001-01",103,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",104,1,15,6,,1,3,,0,,1,3,,0,1,,,,2,3906
"87-35-70-53","1002-001-01",105,1,10,2,,1,2,,0,,1,2,,0,1,,,,2,1772
"87-35-70-53","1002-001-01",106,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",107,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",109,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",111,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",112,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",201,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",202,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",203,1,20,1,,1,3,1,3,3000,,0,,0,2,1,0,0,,
"87-35-70-53","1002-001-01",204,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",205,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",206,1,7,2,2,2,1500,7,2,2000,,0,,0,2,1,0,0,,
"87-35-70-53","1002-001-01",207,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",301,1,1,1,,,,1,1,2600,,0,,0,,,,,,
"87-35-70-53","1002-001-01",302,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",303,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",501,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",502,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",503,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",504,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",603,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",701,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",704,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",801,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",802,1,2,500,,,,2,500,4000,,0,,0,,,,,,
"87-35-70-53","1002-001-01",803,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",805,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",806,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",807,1,5,3,,2,200,,0,,5,3,,0,,,,,,
"87-35-70-53","1002-001-01",809,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",810,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",901,1,3,7,,,,,0,,3,7,,0,,,,,,
"87-35-70-53","1002-001-01",902,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",903,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",1001,1,3,1,,,,3,1,5000,,0,,0,,,,,,
"87-35-70-53","1002-001-01",1002,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",1003,1,2,250,,,,2,250,250,,0,,0,,,,,,
"87-35-70-53","1002-001-01",1004,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",1081,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",1082,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",1101,1,2,25,,,,2,25,250,,0,,0,,,,,,
"87-35-70-53","1002-001-01",1102,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",1103,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",1104,1,4,350,,,,4,350,500,,0,,0,,,,,,
"87-35-70-53","1002-001-01",1105,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",1106,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",1107,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",1108,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",4011,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",4012,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",4013,1,15,6,,1,3,,0,,15,6,,0,,,,,,
"87-35-70-53","1002-001-01",6011,1,6,1,2,2,500,6,1,500,,0,,0,2,1,0,0,,
"87-35-70-53","1002-001-01",6012,1,6,2,2,2,1500,6,2,1000,,0,,0,2,1,0,0,,
"87-35-70-53","1002-001-01",6013,1,6,2,,1,1,6,2,1000,,0,,0,,,,,,
"87-35-70-53","1002-001-01",6021,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",6022,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",6023,1,6,3,,1,1,6,3,1500,,0,,0,,,,,,
"87-35-70-53","1002-001-01",7021,1,6,1,2,2,250,6,1,1000,,0,,0,2,1,0,0,,
"87-35-70-53","1002-001-01",7022,1,6,1,3,2,1500,6,1,1000,,0,,0,2,1,0,0,,
"87-35-70-53","1002-001-01",7023,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",7031,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",7032,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",7033,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",8041,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",8042,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",8081,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",8082,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",8083,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",8084,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",11011,2,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",11021,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",101,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",102,1,1,1,,,,1,1,1300,,0,,0,,,,,,
"90-92-88-29","1003-001-01",103,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",104,1,1,3,,,,,0,,1,3,,0,,,,,,
"90-92-88-29","1003-001-01",105,1,1,1,,,,,0,,1,1,,0,,,,,,
"90-92-88-29","1003-001-01",106,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",107,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",109,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",111,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",112,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",201,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",202,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",203,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",204,1,1,2,,,,1,2,1000,,0,,0,,,,,,
"90-92-88-29","1003-001-01",205,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",206,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",207,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",301,1,1,1,,,,1,1,2800,,0,,0,,,,,,
"90-92-88-29","1003-001-01",302,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",303,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",501,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",502,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",503,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",504,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",603,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",701,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",704,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",801,1,2,500,,,,2,500,4000,,0,,0,,,,,,
"90-92-88-29","1003-001-01",802,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",803,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",805,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",806,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",807,1,5,4,,2,210,,0,,5,4,,0,,,,,,
"90-92-88-29","1003-001-01",809,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",810,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",901,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",902,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",903,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",1001,1,4,250,,,,4,250,1250,,0,,0,,,,,,
"90-92-88-29","1003-001-01",1002,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",1003,1,2,200,,,,2,200,200,,0,,0,,,,,,
"90-92-88-29","1003-001-01",1004,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",1081,1,2,500,,,,2,500,750,,0,,0,,,,,,
"90-92-88-29","1003-001-01",1082,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",1101,1,2,50,,,,2,50,500,,0,,0,,,,,,
"90-92-88-29","1003-001-01",1102,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",1103,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",1104,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",1105,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",1106,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",1107,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",1108,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",4011,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",4012,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",4013,1,1,2,,,,,0,,1,2,,0,,,,,,
"90-92-88-29","1003-001-01",6011,1,2,673,,,,2,673,500,,0,,0,,,,,,
"90-92-88-29","1003-001-01",6012,1,2,1450,,,,2,1450,1000,,0,,0,,,,,,
"90-92-88-29","1003-001-01",6013,1,2,1700,,,,2,1700,1000,,0,,0,,,,,,
"90-92-88-29","1003-001-01",6021,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",6022,1,2,990,,,,2,990,500,,0,,0,,,,,,
"90-92-88-29","1003-001-01",6023,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",7021,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",7022,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",7023,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",7031,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",7032,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",7033,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",8041,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",8042,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",8081,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",8082,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",8083,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",8084,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",11011,2,,,,,,,,,,,,,,,,,,
"90-92-88-29","1003-001-01",11021,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",101,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",102,1,1,3,,,,1,3,4500,,0,,0,,,,,,
"16-34-22-80","1005-001-01",103,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",104,1,1,1,,,,,0,,1,1,,0,,,,,,
"16-34-22-80","1005-001-01",105,1,1,4.5,,,,,0,,1,4.5,,0,,,,,,
"16-34-22-80","1005-001-01",106,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",107,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",109,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",111,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",112,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",201,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",202,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",203,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",204,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",205,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",206,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",207,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",301,1,1,1,,,,1,1,2600,,0,,0,,,,,,
"16-34-22-80","1005-001-01",302,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",303,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",501,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",502,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",503,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",504,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",603,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",701,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",704,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",801,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",802,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",803,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",805,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",806,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",807,1,5,8,,2,760,,0,,5,8,,0,,,,,,
"16-34-22-80","1005-001-01",809,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",810,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",901,1,3,3.5,,,,,0,,3,3.5,,0,,,,,,
"16-34-22-80","1005-001-01",902,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",903,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",1001,1,3,1,,,,3,1,5000,,0,,0,,,,,,
"16-34-22-80","1005-001-01",1002,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",1003,1,2,200,,,,2,200,200,,0,,0,,,,,,
"16-34-22-80","1005-001-01",1004,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",1081,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",1082,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",1101,1,2,30,,,,2,30,300,,0,,0,,,,,,
"16-34-22-80","1005-001-01",1102,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",1103,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",1104,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",1105,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",1106,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",1107,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",1108,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",4011,1,1,3,,,,,0,,,0,1,3,,,,,,
"16-34-22-80","1005-001-01",4012,1,1,4,,,,,0,,1,4,,0,,,,,,
"16-34-22-80","1005-001-01",4013,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",6011,1,6,1,2,2,500,6,1,1000,,0,,0,2,1,0,0,,
"16-34-22-80","1005-001-01",6012,1,6,3,2,1,1,6,1,1500,,0,,0,2,1,0,0,,
"16-34-22-80","1005-001-01",6013,1,6,1,,2,500,6,1,1000,,0,,0,,,,,,
"16-34-22-80","1005-001-01",6021,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",6022,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",6023,1,6,1,,2,200,6,1,500,,0,,0,,,,,,
"16-34-22-80","1005-001-01",7021,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",7022,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",7023,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",7031,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",7032,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",7033,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",8041,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",8042,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",8081,1,15,1,,2,53,15,1,500,,0,,0,2,1,0,0,,
"16-34-22-80","1005-001-01",8082,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",8083,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",8084,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",11011,2,,,,,,,,,,,,,,,,,,
"16-34-22-80","1005-001-01",11021,1,2,450,,,,2,450,2000,,0,,0,,,,,,
"66-03-93-27","1006-001-01",101,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",102,1,2,2500,,,,2,2500,3750,,0,,0,,,,,,
"66-03-93-27","1006-001-01",103,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",104,1,1,12,,,,1,3,1800,1,9,,0,,,,,,
"66-03-93-27","1006-001-01",105,1,1,5,,,,,0,,1,5,,0,,,,,,
"66-03-93-27","1006-001-01",106,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",107,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",109,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",111,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",112,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",201,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",202,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",203,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",204,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",205,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",206,1,7,2,2,1,2,1,2,1000,,0,,0,2,1,0,0,,
"66-03-93-27","1006-001-01",207,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",301,1,1,3,,,,1,3,8400,,0,,0,,,,,,
"66-03-93-27","1006-001-01",302,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",303,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",501,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",502,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",503,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",504,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",603,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",701,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",704,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",801,1,1,1,,,,1,1,800,,0,,0,,,,,,
"66-03-93-27","1006-001-01",802,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",803,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",805,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",806,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",807,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",809,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",810,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",901,1,3,14,,,,,0,,3,14,,0,,,,,,
"66-03-93-27","1006-001-01",902,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",903,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",1001,1,3,1,,,,3,1,5000,,0,,0,,,,,,
"66-03-93-27","1006-001-01",1002,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",1003,1,2,500,,,,2,500,400,,0,,0,,,,,,
"66-03-93-27","1006-001-01",1004,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",1081,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",1082,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",1101,1,2,100,,,,2,100,1000,,0,,0,,,,,,
"66-03-93-27","1006-001-01",1102,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",1103,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",1104,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",1105,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",1106,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",1107,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",1108,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",4011,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",4012,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",4013,1,1,3,,,,1,3,4000,,0,,0,,,,,,
"66-03-93-27","1006-001-01",6011,1,6,3,2,2,750,2,750,1500,,0,,0,1,,,,2,1080
"66-03-93-27","1006-001-01",6012,1,6,4,2,2,1600,2,1600,2000,,0,,0,1,,,,2,2088
"66-03-93-27","1006-001-01",6013,1,6,2,,2,700,2,700,1000,,0,,0,,,,,,
"66-03-93-27","1006-001-01",6021,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",6022,1,6,2,3,2,300,2,300,400,,0,,0,2,1,0,0,,
"66-03-93-27","1006-001-01",6023,1,6,2,,2,300,2,300,400,,0,,0,,,,,,
"66-03-93-27","1006-001-01",7021,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",7022,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",7023,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",7031,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",7032,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",7033,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",8041,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",8042,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",8081,1,20,1,,2,100,2,100,500,,0,,0,2,1,0,0,,
"66-03-93-27","1006-001-01",8082,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",8083,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",8084,2,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",11011,1,5,4,2,2,200,2,200,400,,0,,0,2,1,0,0,,
"66-03-93-27","1006-001-01",11021,2,,,,,,,,,,,,,,,,,,
"71-71-16-36","1006-001-03",101,2,,,,,,,,,,,,,,,,,,
"71-71-16-36","1006-001-03",102,1,2,750,,,,2,750,1200,,0,,0,,,,,,
"71-71-16-36","1006-001-03",103,2,,,,,,,,,,,,,,,,,,
